Name,URL,Description,Logo,Users,Active Users
lounge.town,https://lounge.town,A chill server for folks to hang out.,https://media.lounge.town/site_uploads/files/000/000/002/@1x/a9d4e4396feda82c.png,1613,86.0
medibubble.org,https://medibubble.org,"Auf diesem Server ist jede* und jeder* willkommen, ungeachtet des medizinischen Hintergrundes. ",https://medibubble.org/system/site_uploads/files/000/000/006/@1x/e012aed2b782fbc7.png,1598,358.0
cawfee.club,https://cawfee.club,,https://cawfee.club/instance/thumbnail.jpeg,1572,
is.nota.live,https://is.nota.live,timeline's always dead 'round these parts,https://cdn.is.nota.live/site_uploads/files/000/000/001/@1x/5d4a62d608c6c46f.png,1566,147.0
arsenalfc.social,https://arsenalfc.social,ArsenalFC.social is the world's FIRST and ONLY Arsenal Football Club-specific Mastodon Server - run BY Gooners FOR Gooners. ,https://files.arsenalfc.social/files.arsenalfc.social/site_uploads/files/000/000/001/@1x/2daba115a6c79f90.png,1565,125.0
mental.social,https://mental.social,メンタルヘルスをテーマとするMastodonサーバーです。,https://s3.mental.social/media/site_uploads/files/000/000/001/@1x/preview.png,1543,228.0
bookrastinating.com,https://bookrastinating.com,a social book review site for people who procrastinate on reading or procrastinate by reading,https://bookrastinating.com/images/logos/icon512.png,1534,
mstdn.games,https://mstdn.games,We are a gaming-focused space on Mastodon. We welcome everyone who enjoys any type of gaming - it doesn't just need to be video games. Let's build a diverse and inclusive community together! ,https://cdn.masto.host/mstdngames/site_uploads/files/000/000/002/@1x/09136262daeadc82.png,1522,503.0
computerfairi.es,https://computerfairi.es,"Computer Fairies is a Mastodon instance that aims to be as queer, friendly and furry as possible. We welcome all kinds of computer fairies! (If you want to join us, please fill in the ""Why do you want to join?"" box. We use it to tell fairies and spammers apart.)",https://media.computerfairi.es/site_uploads/files/000/000/001/original/preview.jpg,1504,208.0
veganism.social,https://veganism.social,Veganism Social is a place on the internet for vegans to make friends and interact with the wider decentralized social media.,https://sfo3.digitaloceanspaces.com/veganism-space/site_uploads/files/000/000/005/@1x/39713f1b93b44e36.png,1501,171.0
girlcock.club,https://girlcock.club,Gc.c is an instance by trans women for trans folk and strives to keep the security and enjoyment of our users in mind.,https://girlcock.club/packs/media/images/preview-6399aebd96ccf025654e2977454f168f.png,1471,359.0
graz.social,https://graz.social,"Wenn ihr einen Account beantragt, gebt bitte euren Bezug zu Graz an! Ein Mastodon-Server für Graz und Umgebung. Zur Übersicht von graz.social geht es unter https://info.graz.social",https://graz.social/system/site_uploads/files/000/000/003/@1x/2a6a64429ee53876.png,1470,182.0
douchi.space,https://douchi.space,豆豉是一个开放、友善的长毛象实例，欢迎不同爱好、职业的象友进行交流，在法律允许的前提下保证言论自由。豆豉的服务器位于美国，站长保证不会泄露大家数据，但来自某些地区的象友请务必注意隐私保护。请在提醒某些地区的朋友们注意隐私的前提下尽情邀请他们来玩吧！(没有申请理由的自动拒绝）,https://media.douchi.space/douchi/site_uploads/files/000/000/001/@1x/79.Yibo_roll_only.png,1464,316.0
typo.social,https://typo.social,Welcome to Typo.social! This is a Mastodon instance open to any typo and type enthusiastic. We are offering this service out of sheer courtesy without being held responsible for any disadvantages. ,https://typo.social/system/site_uploads/files/000/000/012/@1x/141c64dffb193cda.png,1454,505.0
bolha.us,https://bolha.us,"We're a Progressist, Left-Wing, Brazilian IT Community. We love IT/DevOps/Cloud, but we also love to talk about the life and universe | Nós somos uma comunidade Brasileira, progressista de TI.",https://media.bolha.us/bolhaprod/site_uploads/files/000/000/001/@1x/f0f09071b322cf5a.png,1450,432.0
fetswing.org,https://fetswing.org,"FetSwing.org is a FetSwing.com Kink Community Website. 
Please register for an account on FetSwing.com
This is a beta site that is being tested for FetSwing.com ",https://fetswing.org/system/site_uploads/files/000/000/004/@1x/efa1d4a2b9dd7a35.png,1450,22.0
social.coletivos.org,https://social.coletivos.org,"A rede social livre e inclusivx sem ânimo de lucro, sem bandeiras nem partidos.",https://social.coletivos.org/system/site_uploads/files/000/000/005/@1x/66336bc6d90d6320.png,1449,34.0
blacktwitter.io,https://blacktwitter.io,Remember when you first heard about Black twitter and thought it was actually a separate website? Was that just me?,https://files.blacktwitter.io/site_uploads/files/000/000/001/@1x/montaeellis_twitter.png,1446,129.0
piano.masto.host,https://piano.masto.host,,https://piano.masto.host/packs/media/images/preview-6399aebd96ccf025654e2977454f168f.png,1433,49.0
mastodon.coffee,https://mastodon.coffee,"A coffee-purpose, English speaking Mastodon server that runs on coffee.",https://cdn.mastodon.coffee/site_uploads/files/000/000/001/@1x/6319c3d585d2f5df.png,1409,298.0
mastodon.mnetwork.co.kr,https://mastodon.mnetwork.co.kr,mNetwork Mastodon은 자유 주제의 범용 마스토돈 인스턴스 입니다.,https://mastodon.mnetwork.co.kr/packs/media/images/preview-6399aebd96ccf025654e2977454f168f.png,1401,59.0
akamdon.com,https://akamdon.com,んねこちゃが運営するあかあむ好きな方向けのサーバです。初めにサーバーのルールをご確認ください。,https://akamdon.com/packs/media/images/preview-6399aebd96ccf025654e2977454f168f.png,1394,1268.0
shelter.moe,https://shelter.moe,"Bienvenue sur Shelter ! Au menu, discussions adultes, otaku et geek, avec des gens sympas et dans le plus grand respect possible. ",https://shelter.moe/system/site_uploads/files/000/000/002/@1x/278036164b426e47.png,1388,211.0
plural.cafe,https://plural.cafe,"Plural Café is a community for plural systems and plural-friendly singlets alike, that hopes to foster a safe place for finding and interacting with other systems in the fediverse.",https://pool.jortage.com/pluralcafe/site_uploads/files/000/000/002/@1x/d1dcdef3ed844b78.png,1368,177.0
mona.do,https://mona.do,"Monado 是一个以<em>任天堂为主、面向全平台游戏的</em>、非营利性的中文向社区。在这里，你可以畅所欲言一切和游戏有关的东西，包括但不限于<em>游戏日常、心得、感想、同人等</em>；当然，吐槽自己的生活也完全没有问题。请在遵守所在国家或者地区法律法规的前提下自由的使用。<!-- <br>
<br><a href=""https://blog.monado.ren/finance/donate"" target=""_blank""><img alt=""捐助我们"" src=""https://blog.monado.ren/assets/afdian.svg"" width=""100px""></a> -->",https://media.monado.ren/site_uploads/files/000/000/006/original/IMG_20201231_001827.jpg,1364,277.0
vulpine.club,https://vulpine.club,"The Vulpine Club is a friendly and welcoming community of foxes and their associates, friends, and fans! =^^=

Note: We are currently invite-only. If you have a friend here, ask them for an invite.",https://pool.jortage.com/vulpineclub/site_uploads/files/000/000/001/@1x/170084_vulpineclub_A.png,1355,255.0
mastodon.librelabucm.org,https://mastodon.librelabucm.org,,https://mastodon.librelabucm.org/system/site_uploads/files/000/000/002/@1x/llu.png,1354,17.0
nasface.cz,https://nasface.cz,"Nesouhlasím s vaším názorem, ale udělám všechno pro to, abyste jej mohl říkat.",https://nasface.cz/packs/media/images/preview-6399aebd96ccf025654e2977454f168f.png,1349,17.0
masto.nyc,https://masto.nyc,Regional New York City 🐘 🗽 instance! A place to engage with your local neighbors and friends,https://cdn.masto.nyc/site_uploads/files/000/000/001/@1x/805eca7df8e2054f.png,1348,151.0
kinbaku.club,https://kinbaku.club,"Сommunity of free, adults and conscious people. You can share your photo, video, other stuff and talk about. NSWF!!!",https://kinbaku.club/system/site_uploads/files/000/000/006/original/Banner-1200%D1%87630.jpg,1348,13.0
scicomm.xyz,https://scicomm.xyz,"An instance for science students, communicators, and enthusiasts ... and scientists!",https://media.scicomm.xyz/site_uploads/files/000/000/001/@1x/e26358936302d319.png,1346,312.0
persiansmastodon.com,https://persiansmastodon.com,"Persians communities all around the world.
جامعه ای برای فارسی زبانان در سرتاسر جهان",https://s3-us-west-2.amazonaws.com/persiansmastodon/site_uploads/files/000/000/001/@1x/fc0c629088d0e32e.png,1337,198.0
social.chinwag.org,https://social.chinwag.org,"Consider this place your friendly, local Australian pub. Make yourself at home, bring your friends, have a good time! Meet new people, have a laugh, enjoy the ambience, and the Oxford commas.",https://static.chinwag.net.au/site_uploads/files/000/000/004/@1x/af8b1cf9eca08a46.png,1325,61.0
fedi.absturztau.be,https://fedi.absturztau.be,,https://fedi.absturztau.be/media/64d27d7ca70fd3c5203c05da6558fc8a18c8dc368f8ee2daea06cac04769d80e.png?name=blob.png,1321,
irsoluciones.social,https://irsoluciones.social,"¡¡¡ De La Rioja para el mundo !!! Mastodon alojado en los servidores de IR Soluciones. Iniciativa social sin ánimo de lucro, la mejor alternativa descentralizada a Twitter.",https://irsoluciones.social/system/site_uploads/files/000/000/002/@1x/b7a99fa2b7cbed75.png,1318,86.0
podcastindex.social,https://podcastindex.social,Intended for all stake holders of podcasting who are interested in improving the eco system ,https://cdn.masto.host/podcastindexsocial/site_uploads/files/000/000/001/@1x/950173A7-9593-4BD9-9267-6A3CE7C4B127.png,1313,168.0
tablegame.mstdn.cloud,https://tablegame.mstdn.cloud,,https://tablegame.mstdn.cloud/packs/media/images/preview-9a17d32fc48369e8ccd910a75260e67d.jpg,1308,99.0
mastodon.vlaanderen,https://mastodon.vlaanderen,"De Vlaamse/Belgische Mastodon instance.

This server does not revolve around a specific topic although it focuses on people who are geographically living in Belgium   ",https://media.mastodon.vlaanderen/mstdn-media-prd/site_uploads/files/000/000/002/@1x/b33fd5dcb3876877.png,1307,109.0
mastodon.gza.jp,https://mastodon.gza.jp,,https://mastodon.gza.jp/packs/media/images/preview-5df98290371ead9a70bc3cd4733bbfa7.jpg,1305,2.0
sciencemastodon.com,https://sciencemastodon.com,"A mastodon instance designed primarily for science journalists and scientists. Those who wish to join: to avoid significant delays in accepting your application please let us know your real name, your affiliation, and your area of expertise. Thank you!",https://cdn.masto.host/sciencemastodoncom/site_uploads/files/000/000/004/@1x/midAn_Experiment_on_a_Bird_in_an_Air_Pump_by_Joseph_Wright_of_Derby__1768.png,1304,264.0
social.lol,https://social.lol,social.lol is a lighthearted social hangout for the omg.lol community.,https://media.social.lol/site_uploads/files/000/000/013/@1x/d9c18d2ce681275a.png,1301,610.0
norcal.social,https://norcal.social,"Welcome to NorCal.social! This is a Mastodon instance specifically intended for  anyone who lives in or has a connection to Northern California. All are welcome, join today :)",https://files.mastodon.norcal.social/site_uploads/files/000/000/001/@1x/52437a6954a03037.png,1297,150.0
mstdn.mx,https://mstdn.mx,"Primera instancia de Mastodon de México, desde Abr 2017.
Aquí hablamos de tecnología, literatura, ciencia, cultura, música, anime, series, películas, el acontecer diario y lo que te nazca del corazón",https://mstdn.mx/packs/media/images/preview-6399aebd96ccf025654e2977454f168f.png,1293,203.0
seo.chat,https://seo.chat,The largest Search Engine Optimization (#SEO) community on Mastodon.,https://seo.chat/system/site_uploads/files/000/000/001/@1x/ea6b710e8a7a6264.png,1293,57.0
artisan.chat,https://artisan.chat,"Artisan.Chat — A fediverse home for creators, crafters, and artists. Community-owned and ad-free.",https://cdn.masto.host/artisanchat/site_uploads/files/000/000/007/@1x/e1060422bb09e0bf.png,1289,260.0
med-mammoth.com,https://med-mammoth.com,"Med Mammoth is for physicians (MD, DO, MBBS), residents, and medical students.",https://med-mammoth.com/system/site_uploads/files/000/000/004/original/Asclepius2.svg,1289,1.0
eigadon.net,https://eigadon.net,"映画好きの為のマストドン、それが「映画ドン」です！
好きな映画について思いを巡らす時間は、素敵な時間ですよね。",https://eigadon.net/packs/media/images/preview-5df98290371ead9a70bc3cd4733bbfa7.jpg,1275,193.0
go5.dev,https://go5.dev,"1. 驴肉火烧是一个开放的长毛象(Mastodon)实例，在法律允许的前提下保证言论自由。
2. 驴肉火烧的服务器位于德国，站长定居加拿大，站长保证不会主动泄露大家数据，但来自某些地区的象友请务必注意隐私保护。
3. 申请时会默认关注管理员，注册成功后可取消关注。
4. 请勿使用网易系邮箱或QQ邮箱注册，注册后14天内无任何操作（发嘟、换头像或关注）的账号将被删除。",https://go5.dev/packs/media/images/preview-6399aebd96ccf025654e2977454f168f.png,1275,
pnw.zone,https://pnw.zone,Come join the Pacific Northwest (US/Canada) Community! A regional instance for anyone that lives in or enjoys the PNW.,https://files.pnw.zone/site_uploads/files/000/000/004/@1x/0e3717a9a9076ac6.png,1275,211.0
poweredbygay.social,https://poweredbygay.social,"Server for those LGBTQIA+ (and Allies) that are into fun adventurous things, like playing/watching sports, hiking, camping, etc!
#sports #hiking #camping #adventure #LGBT #LGBTQIA",https://s3.us-west-2.amazonaws.com/files.poweredbygay.social/site_uploads/files/000/000/013/@1x/25eeaddf174be601.png,1270,61.0
h-net.social,https://h-net.social,H-Net Humanities and Social Sciences Online,https://h-net.social/uploads//site_uploads/files/000/000/011/@1x/fe320abe2681180e.png,1267,135.0
mastodo.fi,https://mastodo.fi,"Vapaampi suomalaisten oma Mastodon-palvelin, myös muut kielet on sallittu. Ammattimaisesti ylläpidetty, jossa riittävällä rahoituksella palvelun toimivuus ja jatkuvuus on turvattu. ",https://mastodo.fi/system/site_uploads/files/000/000/001/@1x/efa418e36ca6ee26.png,1266,223.0
animalliberation.social,https://animalliberation.social,,https://animalliberation.social/packs/media/images/preview-9a17d32fc48369e8ccd910a75260e67d.jpg,1263,4.0
bonn.social,https://bonn.social,"Bonn.social ist ein Mastodon-Instanz für Bonn, Rhein-Sieg und für alle, die Bonn und die Region mögen. ❤️",https://bonn.social/system/site_uploads/files/000/000/001/@1x/a34a9a364f393484.png,1261,372.0
eupolicy.social,https://eupolicy.social,This is a Mastodon instance for the EU policy bubble. We aim to be a friendly and respectful discussion space for people working in EU policy and to contribute to the growth of the Fediverse.,https://eupolicy.social/system/site_uploads/files/000/000/002/@1x/2905129f2c3ad22f.png,1258,271.0
otogamer.me,https://otogamer.me,音ゲーマーがいるMastodonインスタンス,https://us-media.hostdon.ne.jp/otogamer/site_uploads/files/000/000/003/@1x/46407271a27c44d7.png,1256,101.0
kopiti.am,https://kopiti.am,For Singaporeans by Singaporeans,https://media.kopiti.am/site_uploads/files/000/000/001/@1x/d5d03e5b1ef39d03.png,1248,148.0
stereodon.social,https://stereodon.social,"<a href=""https://stereodon.social/"">Stereodon.social</a> è un social network autogestito e open source dedicato alla musica.<br>
Stanchi di scambiarci informazioni tramite sistemi eticamente in contrasto con i nostri principi, abbiamo deciso di dar vita a questa istanza.<br>
Siamo convinti che slegare la diffusione di musica da logiche competitive, possa favorire il fare comunità, quindi un maggiore e più sincero scambio di informazioni.<br><br><br>

[ENG]<br><br>

<a href=""https://stereodon.social/"">Stereodon.social</a> is a self-managed social network devoted to underground music.<br>
Tired of exchanging information through systems that are ethically in contrast to our principles, we decided to give life to this instance.<br>
We are convinced that unlink the diffusion of music from competitive logics can favor making communities, therefore a greater and more sincere exchange of information.<br><br><br>

languages accepted: Italian, English (for moderation reasons)
<br><br>
contact: admin [AT] stereodon.social
<br><br>
",https://stereodon.social/system/site_uploads/files/000/000/001/@1x/logo2.png,1241,31.0
earthstream.social,https://earthstream.social,"earthstream federated social server running Mastodon - focus on environmental, trade, human rights, and other social and global issues",https://sfo3.digitaloceanspaces.com/earthstream/site_uploads/files/000/000/004/@1x/7e7c87645afab409.png,1235,93.0
vocalounge.cafe,https://vocalounge.cafe,"A Mastodon instance specializing in Vocaloid, UTAU, and anything relevant to vocalsynth culture.",https://cdn.masto.host/vocaloungecafe/site_uploads/files/000/000/001/@1x/banner.png,1232,35.0
wetdry.world,https://wetdry.world,"We are a community based around gaming, tech, entertainment, and more! Come join the Scuttlebug jamboree!",https://media.wetdry.world/site_uploads/files/000/000/001/@1x/a18f9ae14c805c86.png,1229,404.0
nederland.online,https://nederland.online,www.nederland.online - toot en ontmoet! De ontmoetingsplek voor online Nederlanders.,https://prod-244acc89-mastodon-60260972-bucket.s3.fr-par.scw.cloud/site_uploads/files/000/000/002/@1x/04c728c6df917146.png,1220,113.0
patriot.online,https://patriot.online,,https://patriot.onlinehttps://patriot.online/media/10118f7f-da16-44f9-b76e-ff7696becad6/android-chrome-192x192.png,1214,
witter.cz,https://witter.cz,"Witter.cz je otevřený každému, kdo chce s respektem k ostatním sdílet, informovat a diskutovat.

Bez reklam, sbírání osobních informací a sledování uživatelů.",https://witter.cz/system/site_uploads/files/000/000/005/@1x/052c293f9e32ba46.png,1209,224.0
nofan.xyz,https://nofan.xyz,给饭友的自留地,https://i.nofan.xyz/site_uploads/files/000/000/001/original/preview-6399aebd96ccf025654e2977454f168f.webp,1206,379.0
bbq.snoot.com,https://bbq.snoot.com,A Mastodon community for film and tv people.,https://cdn.masto.host/bbqsnootcom/site_uploads/files/000/000/001/@1x/bbq_logo.png,1200,196.0
tyrol.social,https://tyrol.social,"Die Social Media Plattform für Tirol und allen Menschen, die sich in den Alpen wohlfühlen.",https://media.tyrol.social/site_uploads/files/000/000/016/@1x/04093434914bfee6.png,1198,157.0
mastodon.uy,https://mastodon.uy,"Primera instancia uruguaya de Mastodon, desde 2017.  Bienvenido a la tierra del mate, candombe y carnaval! Servidor comunitario e independiente. Leer las normas antes de aplicar para una cuenta.",https://mastodon.uy/system/site_uploads/files/000/000/001/@1x/1351052546ceac13.png,1194,189.0
mastodon.gal,https://mastodon.gal,mastodon.gal é unha instancia en galego de Mastodon para a comunidade galega.,https://static.mastodon.gal/site_uploads/files/000/000/004/@1x/712435401b356fd4.png,1194,301.0
uwu.social,https://uwu.social,"A public Mastodon instance run by the same people who run owo (the file sharing website).

Everyone is welcome... as long as you like to uwu.",https://uwu.social/packs/media/images/preview-6399aebd96ccf025654e2977454f168f.png,1192,100.0
social.opendesktop.org,https://social.opendesktop.org,,https://social.opendesktop.org/system/site_uploads/files/000/000/001/@1x/opendesktop-blog-logo.png,1183,29.0
pixelfed.fr,https://pixelfed.fr,"Pixelfed est une plateforme de partage d'images et de vidéos, une alternative éthique aux plateformes centralisées.",https://pixelfed.fr/storage/headers/W4wED4g0Tv8eDMvLvASsJkjvamDsSiZFnSokQRAv.jpg,1181,
mograph.social,https://mograph.social,"mograph.social is a space for the Motion Design community. VFX artists, 3D artists, animators, designers and coders with an interest in moving images are all welcome. NO CRYPTOART / NFTs ALLOWED.",https://cdn.masto.host/mographsocial/site_uploads/files/000/000/002/@1x/25f223a87b5a878b.png,1167,165.0
toot.turbo.chat,https://toot.turbo.chat,,https://assets.turbo.chat/packs/media/images/preview-6399aebd96ccf025654e2977454f168f.png,1165,44.0
darmstadt.social,https://darmstadt.social,Willkommen in der digitalen Darmstädter Nachbarschaft aus dem Rhein-Main-Gebiet - komm doch mal auf einen Kaffee vorbei!,https://darmstadt.social/packs/media/images/preview-6399aebd96ccf025654e2977454f168f.png,1157,220.0
toot.site,https://toot.site,Tootsite is a general instance with a focus on your safety. We have strict moderation and rules to promote accessibility. Tootsite is running glitch-soc!,https://toot.site/system/site_uploads/files/000/000/002/@1x/0c693b035342f917.png,1152,29.0
social.slat.org,https://social.slat.org,這是中華民國軟體自由協會 (SLAT) 的 Mastodon 社交平台。,https://social.slat.org/system/site_uploads/files/000/000/001/@1x/25c407ea51067919.png,1141,49.0
blabber.lu-rp.net,https://blabber.lu-rp.net,"La red social del juego, interactúa con los personajes, negocios, facciones y organismos.",https://blabber.lu-rp.net/system/site_uploads/files/000/000/003/@1x/852887f7347960c0.png,1132,98.0
floss.social,https://floss.social,"For people who care about, support, and build Free, Libre, and Open Source Software (FLOSS).",https://cdn.masto.host/floss/site_uploads/files/000/000/004/@1x/9469348411a85b26.png,1122,482.0
mastodon.energy,https://mastodon.energy,"Energy & climate professionals, academics, and advocates working on energy transition policy, technology, journalism, and science.",https://sfo3.digitaloceanspaces.com/cdn.mastodon.energy/site_uploads/files/000/000/011/@1x/f121e2c5aef21bea.png,1117,248.0
pixelfed.fi,https://pixelfed.fi,"Pixelfed is an image sharing platform, an ethical alternative to centralized platforms.",https://pixelfed.fi/storage/headers/default.jpg,1113,
sunny.garden,https://sunny.garden,"sunny.garden is a community for indie creators who draw, paint, sculpt, write, design, program, play, sing or build, and anyone else who thinks that sounds like a nice place to be.",https://media.mastodon.sunny.garden/site_uploads/files/000/000/001/@1x/09e07b86c1a77739.png,1111,237.0
nnia.space,https://nnia.space,"<p>There used to be a more vague description here, but sometimes it's better to get to the point. This is a site for paraphiliacs, allies, and everyone adjacent. This is not a porn site. Please, read the rules.</p>
<p>APPLICATION RULES:<p/>
<p>- no NSFW usernames;<p/>
<p>- explain why you're interested in us.<p/>
<p>Blank applications and unspecific applications (“I want to check it out”, “I want to meet people”) will be rejected. This is a site for minorities and supporters of minorities (especially paraphiliacs), so please, indicate that you understand it and want to be a part of it.",https://images.nnia.space/site_uploads/files/000/000/001/original/nnia_flag3-3cover.jpg,1109,212.0
bsd.network,https://bsd.network,"bsd.network is a *BSD-adjacent Mastodon Instance.  We have a <a href=""https://bsd.network/terms"">code of conduct</a>.
<br/>",https://media.bsd.network/site_uploads/files/000/000/001/original/60c_right.jpg,1094,360.0
oulipo.social,https://oulipo.social,A spot for chatting with a lipogrammatic constraint. 25 out of 26 symbols in latin script comply.,https://media.oulipo.social/site_uploads/files/000/000/001/@1x/8112d80faa298c37.png,1093,81.0
zeroes.ca,https://zeroes.ca,"COVID-aware Twitter escapees ♥️ COVID content, science, resources, advocacy; social, meetup, chat, etc.",https://cdn.masto.host/zeroesca/site_uploads/files/000/000/013/@1x/cc45e93765dce3b0.png,1092,199.0
openbiblio.social,https://openbiblio.social,Der Einstieg in das Mastodon-Netzwerk für Bibliotheksmenschen,https://openbiblio.social/system/site_uploads/files/000/000/002/@1x/1df757ad565cef15.png,1091,444.0
flipboard.social,https://flipboard.social,"Welcome to Flipboard on Mastodon. A place for our community of curators and enthusiasts to inform and inspire each other.  
If you'd like to join please request an invitation via the sign-up page. ",https://m-cdn.flipboard.social/site_uploads/files/000/000/004/@1x/c6317300acd7f921.png,1086,292.0
est.social,https://est.social,"est.social on mõeldud Eestis üldkasutatavaks Mastodoni serveriks.

est.social is meant to be a general use Mastodon server for Estonia.",https://est.social/system/site_uploads/files/000/000/001/@1x/f57c8d6a08527005.png,1083,152.0
burma.social,https://burma.social,"Burma Social.
Our platform is free from censorship and we do not engage in advertising or promotion. Our aim is to provide a free and open environment.",https://burma.social/system/site_uploads/files/000/000/005/@1x/579ff5756071e22b.png,1083,133.0
catdon.life,https://catdon.life,,https://catdon.life/packs/preview-9a17d32fc48369e8ccd910a75260e67d.jpg,1082,36.0
freemasonry.social,https://freemasonry.social,For Freemasons everywhere. It’s like a Festive Board on your phone only without the rubber chicken. ,https://us-media.hostdon.ne.jp/sgm106/site_uploads/files/000/000/003/@1x/IMG_3030.png,1076,78.0
pkm.social,https://pkm.social,PKM.social is an Mastodon instance that is open to anyone who is interested in Personal Knowledge Management.,https://pkm.social/packs/media/images/preview-6399aebd96ccf025654e2977454f168f.png,1067,253.0
jorts.horse,https://jorts.horse,Unstoppable shitposting engine.,https://media.jorts.horse/horse-media/site_uploads/files/000/000/001/original/unknown-4.png,1061,298.0
nafo.uk,https://nafo.uk,"nafo.uk is an open and federated mastodon instance, initially setup for #NAFO devotees, but anyone who supports Ukraine is welcome. Слава Україні! 🇺🇦",https://files.nafo.uk/site_uploads/files/000/000/008/@1x/d99fc301564767d5.png,1059,120.0
macaw.social,https://macaw.social,A small server by some ex-tweeps mostly for other *tweeps and friends.,https://macawsocial.sfo3.cdn.digitaloceanspaces.com/site_uploads/files/000/000/003/@1x/6d18638ab8077a90.png,1057,356.0
pokemon.mastportal.info,https://pokemon.mastportal.info,"ポケモン非公認マストドンです。

ゲーム「ポケットモンスター」だけでなく、「ポケモンカードゲーム」や「ポケモンGO」、「ポケットモンスターSPECIAL」などポケモンが大好きな方は是非どうぞ。

ポケモン以外の話題も自由にできます。

イラストの投稿や好きなポケモンなどを話してみるのも良いかもしれません。",https://us-media.hostdon.ne.jp/hostdon-m32/site_uploads/files/000/000/003/@1x/787df65d4935313f.png,1046,206.0
neuromatch.social,https://neuromatch.social,"We are a cooperatively governed instance and currently in our bootstrapping  phase. Please read our About page :). (other servers, please do not defederate yet, we are new and still making rules!)",https://neuromatch.social/packs/media/images/preview-6399aebd96ccf025654e2977454f168f.png,1038,299.0
dobbs.town,https://dobbs.town,Church of the SubGenius Members-Only MastoDobbs.,https://cdn.masto.host/dobbstown/site_uploads/files/000/000/004/@1x/5ec30896d1bd9581.png,1037,113.0
esperanto.masto.host,https://esperanto.masto.host,"This is an Esperanto-speaking instance, so it goes without saying that users are expected to toot in Esperanto. There are a million other instances to create your account if you intend to toot in English or any other language. ",https://cdn.masto.host/esperanto/site_uploads/files/000/000/005/@1x/esperanto.masto.host_1200w.png,1030,193.0
qubit-social.xyz,https://qubit-social.xyz,"A community of scientist and engineers. Quantum tech (computing, sensing, communication) is close to our hearts!",https://qubit-social.xyz/packs/media/images/preview-6399aebd96ccf025654e2977454f168f.png,1028,172.0
seocommunity.social,https://seocommunity.social,Mastodon server for the SEO (Search Engine Optimization) Community.,https://seocommunity.social/system/site_uploads/files/000/000/001/@1x/e26a092e3ebe4300.png,1021,117.0
masr.social,https://masr.social,Egyptian Community on Mastodon. مجتمع مصر علي ماستودون.,https://masr.social/system/site_uploads/files/000/000/001/@1x/646fd776e42137e4.png,1016,77.0
apobangpo.space,https://apobangpo.space,"A home for BTS ARMY and Kpop fans. A purple space to support BTS, their music, projects and collaborations. ARMY Forever, Bangtan Forever!",https://apobangpo.space/system/site_uploads/files/000/000/011/@1x/3c4a556cc4aaa46a.png,1015,85.0
harahar.com,https://harahar.com,,https://harahar.com/packs/media/images/preview-5df98290371ead9a70bc3cd4733bbfa7.jpg,1015,41.0
social.kyiv.dcomm.net.ua,https://social.kyiv.dcomm.net.ua,"Київський інстанс є частиною https://dcomm.net.ua.

Українські локальні інстанси Mastodon були розгорнуті в 9 українських містах у серпні-вересні 2022 року ",https://social.kyiv.dcomm.net.ua/system/site_uploads/files/000/000/005/@1x/415e45bc5a78ed3f.png,1013,147.0
rivals.space,https://rivals.space,"Serveur français généraliste, durable et rapide, créé en 2018 & toujours présent!

Modération active, discord/matrix disponible en cas de problème.",https://cdn.rivals.space/site_uploads/files/000/000/068/@1x/f9a69ae4d5d5d31c.png,1008,210.0
mastodol.jp,https://mastodol.jp,Mastodol（マストドル）は「アイドル」に関するMastodonのインスタンス（サーバー）です。,https://mastodol.jp/system/site_uploads/files/000/000/002/@1x/20170416_155054762_iOS_1_.png,1004,42.0
im-in.space,https://im-in.space,A generalist Mastodon instance with a nice domain name. Running on Glitch Social's fork with a custom theme and a 1024 characters limit!,https://im-in.space/system/site_uploads/files/000/000/003/@1x/3290672bd069abb6.png,1002,134.0
gruene.social,https://gruene.social,"Die Mastodon-Instanz für BÜNDNIS 90/DIE GRÜNEN, betrieben von Netzbegrünung e.V.",https://gruene.social/system/site_uploads/files/000/000/001/@1x/fc74f7f5a81cd82f.png,1002,379.0
chitter.xyz,https://chitter.xyz,"Chitter is a social network fostering a friendly, inclusive, and incredibly soft community.",https://media.chitter.xyz/site_uploads/files/000/000/001/@1x/b3395c02a924e971.png,1000,226.0
pxl.roflcopter.fr,https://pxl.roflcopter.fr,"Pixelfed is an image sharing platform, an ethical alternative to centralized platforms.",https://pxl.roflcopter.fr/img/pixelfed-icon-color.png,1000,
